,TITLE,REGION,DISTANCE,DIST_TYPE,GAIN,HIGHEST,RATING,RATING_COUNT,LATITUDE,LONGITUDE,REPORT_DATE,REPORT_COUNT,URL
2267,Snoqualmie Valley Trail,Puget Sound and Islands,32.0,one-way,,,3.0,3,47.6845462507,-121.92859903,2021-03-12,63,https://www.wta.org/go-hiking/hikes/snoqualmie-valley-trail
2268,Pretzel Tree Trail,Issaquah Alps,0.3,roundtrip,,350.0,3.5,8,47.4818721903,-122.054200172,2021-01-18,27,https://www.wta.org/go-hiking/hikes/pretzel-tree-trail
2269,Crystal Springs Snowshoe,Snoqualmie Region,,,,2500.0,0.0,0,47.30635711957838,-121.3213348388672,2021-03-26,5,https://www.wta.org/go-hiking/hikes/crystal-springs-snowshoe
2270,Colfax Trail,Eastern Washington,6.2,roundtrip,260.0,,4.0,1,46.890641,-117.383687,2020-12-20,7,https://www.wta.org/go-hiking/hikes/colfax-trail-palouse-river
2271,Chambers Bay Loop,Puget Sound and Islands,3.25,roundtrip,315.0,234.0,4.67,15,47.2116684968,-122.569570541,2021-03-05,85,https://www.wta.org/go-hiking/hikes/chambers-bay-loop
2272,High Hut,Mount Rainier Area,5.5,roundtrip,1660.0,4760.0,5.0,2,46.7024458,-121.9910406,2021-04-20,58,https://www.wta.org/go-hiking/hikes/high-hut
2273,Green to Cedar River Trail,Puget Sound and Islands,5.56,roundtrip,50.0,,3.62,8,47.3613855649,-122.024803162,2021-01-01,21,https://www.wta.org/go-hiking/hikes/green-to-cedar-river-trail
2274,Coal Creek Falls,Issaquah Alps,2.5,roundtrip,416.0,1066.0,3.33,49,47.5348333333,-122.1288,2021-04-11,344,https://www.wta.org/go-hiking/hikes/coal-creek-falls
2275,Owyhigh Lakes,Mount Rainier Area,7.0,roundtrip,1650.0,5275.0,3.57,14,46.890517,-121.596783,2020-10-31,199,https://www.wta.org/go-hiking/hikes/owyhigh-lakes
2276,Mount Townsend,Olympic Peninsula,8.0,roundtrip,3010.0,6260.0,4.29,55,47.8564166667,-123.035883333,2021-04-17,780,https://www.wta.org/go-hiking/hikes/mount-townsend
2277,Sultan River Canyon Trail,Central Cascades,4.0,roundtrip,900.0,1700.0,3.44,9,47.97249908933252,-121.68012857437134,2021-04-16,75,https://www.wta.org/go-hiking/hikes/sultan-river-canyon-trail
2279,Champion Beach,Snoqualmie Region,,,,,0.0,0,47.4885932509,-121.643511057,2020-12-13,1,https://www.wta.org/go-hiking/hikes/champion-beach
2280,Nine Mile Falls,Eastern Washington,0.5,roundtrip,100.0,3400.0,0.0,0,48.542679,-118.633991,2020-06-15,1,https://www.wta.org/go-hiking/hikes/nine-mile-falls
2281,Narnia Trail,Olympic Peninsula,2.6,roundtrip,184.0,106.0,0.0,0,47.20057,-124.19816,2020-06-18,1,https://www.wta.org/go-hiking/hikes/narnia-trail
2282,Pacific Crest Trail (PCT) - Stampede Pass to Windy Pass,Snoqualmie Region,12.0,one-way,,4500.0,0.0,0,47.2831955063,-121.351413056,2020-10-17,13,https://www.wta.org/go-hiking/hikes/windy-pass-to-stampede-pass
2283,Pacific Crest Trail (PCT) - Stampede Pass to Tacoma Pass,Snoqualmie Region,10.6,one-way,2330.0,4600.0,0.0,0,47.2832721781,-121.351230741,2020-09-07,1,https://www.wta.org/go-hiking/hikes/stampede-pass-to-tacoma-pass
2284,Russian Butte View Day Use Area,Snoqualmie Region,0.1,roundtrip,15.0,,0.0,0,47.525579937,-121.598857641,2021-01-30,3,https://www.wta.org/go-hiking/hikes/russian-butte-view-day-use-area
2285,Midnight Mountain,Eastern Washington,4.5,one-way,1750.0,6000.0,0.0,0,48.728517,-118.521617,2020-10-16,2,https://www.wta.org/go-hiking/hikes/midnight-mountain
2287,Cougar Divide,North Cascades,6.0,roundtrip,1300.0,5800.0,2.86,7,48.8616363,-121.7859335,2020-11-08,26,https://www.wta.org/go-hiking/hikes/cougar-divide
2289,Crystal Lake,North Cascades,9.0,roundtrip,2300.0,4485.0,3.2,5,48.187833,-121.369667,2020-08-23,41,https://www.wta.org/go-hiking/hikes/crystal-lake-1
2292,Crystal Lake Snowshoe,North Cascades,13.5,roundtrip,2800.0,4485.0,2.0,2,48.1873433,-121.3683957,2020-08-23,3,https://www.wta.org/go-hiking/hikes/crystal-lake-snowshoe
2293,Crow Hill,North Cascades,4.0,roundtrip,950.0,7366.0,2.5,2,48.0181333333,-120.505516667,2020-10-09,13,https://www.wta.org/go-hiking/hikes/crow-hill
2295,Curry Gap,North Cascades,,,,,3.2,5,47.9250666667,-121.281916667,2020-09-08,21,https://www.wta.org/go-hiking/hikes/curry-gap
2300,Cougar Mountain (Entiat),Central Cascades,10.0,roundtrip,1200.0,6700.0,2.83,6,47.844,-120.602533333,2020-06-21,9,https://www.wta.org/go-hiking/hikes/cougar-mountain
2304,Cortright Creek,South Cascades,,,,,3.0,4,46.6957333333,-121.480766667,2018-06-04,1,https://www.wta.org/go-hiking/hikes/cortright-creek
2305,Curly Creek Falls,Southwest Washington,0.4,roundtrip,,1285.0,3.6,5,46.0602852108,-121.970664148,2020-05-22,16,https://www.wta.org/go-hiking/hikes/curly-creek-falls
2310,Chiwaukum Creek Snowshoe,Central Cascades,10.4,roundtrip,1200.0,3200.0,1.5,2,47.6892354,-120.7388158,2017-04-01,4,https://www.wta.org/go-hiking/hikes/chiwaukum-creek-snowshoe
2315,Chopaka Mountain,North Cascades,,,,,3.25,4,48.9401721468,-119.793912526,2018-06-17,6,https://www.wta.org/go-hiking/hikes/chopaka-mountain
2316,Surprise Mountain,Central Cascades,,,,6330.0,4.5,2,47.7065022934,-121.149987875,2020-08-17,34,https://www.wta.org/go-hiking/hikes/surprise-mountain
2318,Glacier Lake,Snoqualmie Region,,,,,5.0,1,46.5467012421,-121.623008251,2020-08-08,37,https://www.wta.org/go-hiking/hikes/glacier-lake-1
2325,Murphy Lakes,Central Cascades,,,,,0.0,0,47.7125258792,-121.145351027,2017-09-14,6,https://www.wta.org/go-hiking/hikes/murphy-lakes
2327,Bailey Range Traverse,Olympic Peninsula,,,,,5.0,1,47.8511539479,-123.58602047,2020-08-26,26,https://www.wta.org/go-hiking/hikes/bailey-range
2330,Revolution Peak,Snoqualmie Region,16.0,roundtrip,5454.0,4654.0,4.33,3,47.4697909705,-121.668605804,2021-03-30,30,https://www.wta.org/go-hiking/hikes/revolution-peak
2331,Abiel Peak,Snoqualmie Region,,,,,4.0,1,47.3527802472,-121.470336914,2020-08-15,38,https://www.wta.org/go-hiking/hikes/abiel-peak
2333,Lichtenberg Mountain,Central Cascades,,,,,5.0,1,47.7988867468,-121.065087318,2020-06-17,21,https://www.wta.org/go-hiking/hikes/lichtenberg-mountain
2335,Sunset Mine,Central Cascades,,,,,3.0,2,47.8592457582,-121.46484375,2020-12-23,16,https://www.wta.org/go-hiking/hikes/sunset-mine
2337,Abernathy Peak,North Cascades,,,,,0.0,0,48.4352181839,-120.519530297,2020-09-27,16,https://www.wta.org/go-hiking/hikes/abernathy-peak
2341,Sky Mountain,Central Cascades,,,,,0.0,0,47.7460683407,-121.089201987,2019-12-14,6,https://www.wta.org/go-hiking/hikes/sky-mountain
2342,Whitehorse Trail - Arlington to Trafton,North Cascades,,,,,2.0,1,48.2006508344,-122.12677002,2020-12-07,16,https://www.wta.org/go-hiking/hikes/whitehorse-trail-arlington-to-trafton
2344,Goat Lake,Olympic Peninsula,,,,,5.0,3,47.9119699546,-123.142662048,2020-07-11,22,https://www.wta.org/go-hiking/hikes/goat-lake-3
2345,Volcanic Neck,Snoqualmie Region,,,,,0.0,0,47.3900431764,-120.872379988,2020-11-01,22,https://www.wta.org/go-hiking/hikes/volcanic-neck
2346,Ten Mile,Eastern Washington,,,,,3.6,5,48.5184805127,-118.738002777,2012-05-28,2,https://www.wta.org/go-hiking/hikes/ten-mile-1
2347,No Name Ridge - Thorp Mountain,Snoqualmie Region,9.0,roundtrip,1000.0,5854.0,4.0,9,47.410083,-121.20875,2020-10-08,151,https://www.wta.org/go-hiking/hikes/thorp-mountain
2348,Three Peaks and Mosquito Lake,South Cascades,10.0,roundtrip,1700.0,4900.0,2.75,4,46.6266833333,-121.589233333,2021-04-21,15,https://www.wta.org/go-hiking/hikes/three-peaks
2351,Tongue Mountain,South Cascades,3.0,roundtrip,1200.0,4838.0,3.27,11,46.3965333333,-121.765283333,2020-09-27,31,https://www.wta.org/go-hiking/hikes/tongue-mountain
2353,Three Brothers Mountain,Central Cascades,,,,,3.0,4,47.3613927,-120.8197801,2020-06-29,15,https://www.wta.org/go-hiking/hikes/three-brothers-mountain
2354,Tonga Ridge Snowshoe,Central Cascades,7.0,roundtrip,1400.0,5100.0,5.0,2,47.6550825,-121.18803,2020-12-29,48,https://www.wta.org/go-hiking/hikes/tonga-ridge-snowshoe
2360,"Thomas, Blue and Tombstone Lakes",South Cascades,7.0,roundtrip,1015.0,4150.0,2.43,7,46.005733,-121.839117,2020-08-31,24,https://www.wta.org/go-hiking/hikes/thomas-lake
2362,Tired Creek,Snoqualmie Region,,,,,3.5,4,47.4574699,-121.0705443,2020-11-06,51,https://www.wta.org/go-hiking/hikes/tired-creek
2363,Swan Lake,Eastern Washington,3.1,roundtrip,360.0,3960.0,3.0,4,48.515533,-118.835633,2020-07-25,7,https://www.wta.org/go-hiking/hikes/swan-lake
2364,Sunrise Nature,Mount Rainier Area,,,,,3.8,5,46.7730253195,-121.384849548,2020-08-09,19,https://www.wta.org/go-hiking/hikes/sunrise-nature
2365,Talapus Lake Snowshoe,Snoqualmie Region,8.5,roundtrip,1600.0,3280.0,3.0,3,47.4027234,-121.5226941,2021-04-11,106,https://www.wta.org/go-hiking/hikes/talapus-lake-snowshoe
2366,Table Mountain,Central Cascades,,,,,3.25,4,47.3022,-121.547,2020-07-24,7,https://www.wta.org/go-hiking/hikes/table-mountain-2
2370,Sun Top Snowshoe,Mount Rainier Area,10.0,roundtrip,3000.0,5280.0,3.0,3,47.0371404558,-121.595649719,2021-04-15,47,https://www.wta.org/go-hiking/hikes/sun-top-snowshoe
2371,Sundown Pass,Olympic Peninsula,,,,,3.0,5,47.4839031196,-123.455359005,2018-07-19,5,https://www.wta.org/go-hiking/hikes/sundown-pass
2374,Sugarloaf,Central Cascades,,,,,2.2,5,47.7573832241,-120.528139115,2020-09-24,16,https://www.wta.org/go-hiking/hikes/sugarloaf
2375,Swamp Lake,Mount Rainier Area,7.2,roundtrip,,4800.0,3.0,6,46.8322219094,-121.368066296,2020-08-30,33,https://www.wta.org/go-hiking/hikes/swamp-lake
2376,Verlot Nature,North Cascades,0.5,roundtrip,13.0,1035.0,3.0,4,48.09047,-121.77893,2020-09-05,3,https://www.wta.org/go-hiking/hikes/verlot-nature
2377,Upper Mad River Trail,Central Cascades,12.2,one-way,,,2.0,4,47.8410158059,-120.604533255,2020-10-03,19,https://www.wta.org/go-hiking/hikes/upper-mad-river
2378,Upper Roaring Creek,Central Cascades,3.0,roundtrip,,6050.0,2.5,4,47.751,-120.894,2014-06-29,3,https://www.wta.org/go-hiking/hikes/upper-roaring-creek
2379,Trout Creek,Central Cascades,3.0,roundtrip,500.0,1400.0,3.67,6,47.8757746,-121.4609644,2020-07-18,30,https://www.wta.org/go-hiking/hikes/trout-creek
2380,Turnbull National Wildlife Refuge,Eastern Washington,5.5,roundtrip,,2300.0,3.62,8,47.4168332,-117.5311128,2020-09-15,18,https://www.wta.org/go-hiking/hikes/turnbull-national-wildlife-refuge
2381,Tunnel Creek,Central Cascades,1.6,one-way,1300.0,4400.0,3.67,6,47.7094225627,-121.106538195,2020-09-07,80,https://www.wta.org/go-hiking/hikes/tunnel-creek
2383,Twin Lakes (Wenatchee),Central Cascades,6.0,roundtrip,1000.0,2850.0,3.0,8,47.9205333333,-120.894883333,2021-03-05,124,https://www.wta.org/go-hiking/hikes/twin-lakes-1
2384,Trout Creek,North Cascades,5.4,roundtrip,800.0,5420.0,2.0,3,48.6982833333,-120.636783333,2019-07-04,1,https://www.wta.org/go-hiking/hikes/trout-creek-1
2385,Tucannon River Canyon,Eastern Washington,8.0,roundtrip,1200.0,3680.0,2.2,5,46.188583,-117.625317,2019-08-23,15,https://www.wta.org/go-hiking/hikes/tucannon-river
2386,Triad Creek,North Cascades,4.0,one-way,2755.0,5807.0,2.5,4,48.1328137171,-121.001721023,2018-07-19,2,https://www.wta.org/go-hiking/hikes/triad-creek
2387,Escure Ranch - Towell Falls,Central Washington,6.4,roundtrip,530.0,1565.0,3.88,8,47.014267,-117.94355,2021-03-23,43,https://www.wta.org/go-hiking/hikes/towell-falls
2388,Trap Pass,Central Cascades,11.4,roundtrip,2700.0,5800.0,2.83,6,47.7093136064,-121.106559634,2020-08-15,47,https://www.wta.org/go-hiking/hikes/trap-pass
2389,Trail of the Cedars,North Cascades,1.0,roundtrip,,,3.86,7,48.6760321865,-121.243279874,2021-04-06,23,https://www.wta.org/go-hiking/hikes/trail-of-the-cedars
2390,Tenmile Falls,Central Cascades,5.4,roundtrip,1300.0,4600.0,2.5,4,48.199807,-120.7745483,2019-06-12,8,https://www.wta.org/go-hiking/hikes/ten-mile
2391,The Brothers,Olympic Peninsula,18.0,roundtrip,6050.0,6866.0,3.86,7,47.5997,-123.1512,2020-11-27,134,https://www.wta.org/go-hiking/hikes/the-brothers
2392,Three Fingers,North Cascades,15.0,roundtrip,4200.0,6854.0,4.53,15,48.1697222,-121.6877777,2020-10-03,142,https://www.wta.org/go-hiking/hikes/three-fingers
2393,Thornton Lakes and Trappers Peak,North Cascades,10.2,roundtrip,2900.0,5000.0,4.33,24,48.6536666667,-121.324166667,2020-12-24,190,https://www.wta.org/go-hiking/hikes/thornton-lakes-and-trappers-peak
2394,Thunder Creek,North Cascades,12.0,roundtrip,1300.0,1900.0,3.6,20,48.6855166667,-121.0925,2021-04-20,211,https://www.wta.org/go-hiking/hikes/thunder-creek-1
2395,Tomyhoi Lake,North Cascades,8.0,roundtrip,1800.0,5400.0,2.38,8,48.9435311261,-121.662511826,2020-08-17,24,https://www.wta.org/go-hiking/hikes/tomyhoi-lake
2396,Top Lake,Central Cascades,10.4,roundtrip,1500.0,5200.0,2.5,6,47.8802037207,-121.079120636,2020-07-04,33,https://www.wta.org/go-hiking/hikes/top-lake
2397,Tomyhoi Peak,North Cascades,6.5,roundtrip,2000.0,,3.88,8,48.9435874999,-121.661911011,2020-09-10,34,https://www.wta.org/go-hiking/hikes/tomyhoi-peak
2398,Thunder Creek,Eastern Washington,5.1,one-way,2000.0,,3.17,6,48.9167604816,-117.062115669,2020-09-01,8,https://www.wta.org/go-hiking/hikes/thunder-creek
2399,Thirteenmile,Eastern Washington,16.5,one-way,2000.0,4600.0,2.6,5,48.481441,-118.727732,2020-07-30,27,https://www.wta.org/go-hiking/hikes/thirteenmile
2400,Swauk Forest Discovery Trail,Central Cascades,2.45,roundtrip,660.0,4530.0,3.8,10,47.3354012,-120.5789662,2020-11-07,60,https://www.wta.org/go-hiking/hikes/swauk-forest-discovery-trail
2402,Sullivan Lakeshore,Eastern Washington,8.2,roundtrip,250.0,2840.0,3.4,5,48.8404196,-117.2851705,2020-09-05,13,https://www.wta.org/go-hiking/hikes/sullivan-lake
2403,Sunrise Lake,Mount Rainier Area,1.5,roundtrip,425.0,6150.0,3.82,11,46.91755,-121.5878,2020-09-03,14,https://www.wta.org/go-hiking/hikes/sunrise-lake
2404,Switchback,Olympic Peninsula,1.2,roundtrip,500.0,5200.0,3.25,8,47.9865778949,-123.460892438,2020-10-03,34,https://www.wta.org/go-hiking/hikes/switchback
2405,Spokane River Centennial State Park Trail,Eastern Washington,37.0,one-way,600.0,2200.0,3.8,5,47.6968078,-117.4935832,2021-04-17,24,https://www.wta.org/go-hiking/hikes/spokane-river-centennial
2406,Scriber Lake,Puget Sound and Islands,1.0,roundtrip,,360.0,2.0,1,47.8196241642,-122.309396267,2020-12-20,3,https://www.wta.org/go-hiking/hikes/scriber-lake
2407,Watershed Park,Olympic Peninsula,1.36,roundtrip,150.0,300.0,4.11,9,47.0284773071,-122.88913697,2021-04-15,29,https://www.wta.org/go-hiking/hikes/watershed-park
2408,Taneum Lake,Snoqualmie Region,1.4,roundtrip,100.0,5400.0,0.0,0,47.06179799974175,-121.0306906700134,2020-06-16,1,https://www.wta.org/go-hiking/hikes/taneum-lake
2409,Foothills Trail,Puget Sound and Islands,21.0,one-way,,,5.0,1,47.1840980762,-122.244733572,2020-12-22,15,https://www.wta.org/go-hiking/hikes/foothills-trail
2410,Big Creek,Olympic Peninsula,4.3,roundtrip,850.0,1850.0,3.97,38,47.493317,-123.211017,2021-04-20,335,https://www.wta.org/go-hiking/hikes/big-creek
2411,Thunder Mountain Lakes,Central Cascades,14.5,roundtrip,3000.0,6500.0,3.36,11,47.710315,-121.152417,2020-09-15,42,https://www.wta.org/go-hiking/hikes/thunder-mountain-lakes
2412,Brooks Memorial State Park,Southwest Washington,5.0,trails,,,0.0,0,45.59,120.4,2021-04-12,2,https://www.wta.org/go-hiking/hikes/brooks-memorial-state-park
2413,Twisp Pass,North Cascades,9.0,roundtrip,2460.0,6064.0,3.83,12,48.4585666667,-120.56755,2020-10-03,96,https://www.wta.org/go-hiking/hikes/twisp-pass
2414,Jane Weber Evergreen Arboretum,Southwest Washington,,,,,0.0,0,45.6073653406,-122.577525973,,0,https://www.wta.org/go-hiking/hikes/jane-weber-evergreen-arboretum
2415,May Valley Loop,Issaquah Alps,6.6,roundtrip,1684.0,2024.0,2.96,23,47.4818649395,-122.054200172,2021-04-12,227,https://www.wta.org/go-hiking/hikes/squak-mountain
2416,Pete Lake,Snoqualmie Region,9.0,roundtrip,400.0,3200.0,3.4,30,47.43495,-121.18545,2020-11-21,449,https://www.wta.org/go-hiking/hikes/pete-lake
2417,Dugualla State Park,Puget Sound and Islands,5.0,roundtrip,,,3.17,6,48.3414857174,-122.569943871,2021-03-21,46,https://www.wta.org/go-hiking/hikes/dugualla-state-park
2418,Icicle Ridge via Fourth of July Creek,Central Cascades,12.0,roundtrip,4370.0,7020.0,3.6,20,47.5782666667,-120.79685,2020-12-24,266,https://www.wta.org/go-hiking/hikes/icicle-ridge
2419,Twin Lakes Snowshoe,Snoqualmie Region,8.0,roundtrip,400.0,3100.0,1.0,2,47.3829762913,-121.392802817,2021-01-28,19,https://www.wta.org/go-hiking/hikes/twin-lakes-snowshoe
2420,Dockton Forest,Puget Sound and Islands,9.0,roundtrip,350.0,,0.0,0,47.3671701646,-122.454758584,2021-03-13,14,https://www.wta.org/go-hiking/hikes/dockton-forest
2421,Maury Island Marine Park,Puget Sound and Islands,3.0,trails,500.0,500.0,4.0,5,47.381820476,-122.408616543,2021-03-13,27,https://www.wta.org/go-hiking/hikes/maury-island-marine-park
2422,Dishman Hills Natural Area - Eagle Peak Loop,Eastern Washington,4.5,roundtrip,800.0,2425.0,4.0,2,47.6546637118,-117.289502621,2021-01-14,12,https://www.wta.org/go-hiking/hikes/dishman-hills-natural-area-eagle-peak-loop
2423,Barclay Lake,Central Cascades,4.4,roundtrip,500.0,2423.0,3.92,75,47.79228477539196,-121.4592432975769,2021-04-24,993,https://www.wta.org/go-hiking/hikes/barclay-lake
2424,Mount Defiance,Snoqualmie Region,11.0,roundtrip,3584.0,5584.0,4.4,48,47.4246954094,-121.583475675,2021-04-24,586,https://www.wta.org/go-hiking/hikes/mount-defiance
2425,South Access Road,Issaquah Alps,5.4,roundtrip,1606.0,2037.0,2.29,7,47.4840618859,-122.043406963,2020-12-29,30,https://www.wta.org/go-hiking/hikes/south-access
2426,North Fork Skokomish River,Olympic Peninsula,15.2,one-way,3568.0,4688.0,3.5,6,47.5156935245,-123.329515457,2021-04-24,201,https://www.wta.org/go-hiking/hikes/north-fork-skokomish-river
2427,Klickitat Haul Road,South Cascades,7.0,roundtrip,,,0.0,0,45.8329930755138,-121.08111083507538,2020-11-28,4,https://www.wta.org/go-hiking/hikes/klickitat-haul-road
2428,Diamond Head  Snowshoe,Central Cascades,7.4,roundtrip,1815.0,5915.0,3.0,4,47.3343,-120.5804,2021-03-12,20,https://www.wta.org/go-hiking/hikes/diamond-head-snowshoe
2429,Ghost Lake,South Cascades,5.2,roundtrip,640.0,4000.0,1.0,1,46.305133,-122.0826,2020-10-31,6,https://www.wta.org/go-hiking/hikes/ghost-lake
2430,Bayview Trail,Puget Sound and Islands,2.5,roundtrip,,,4.0,1,48.071474,-122.123029,2020-12-01,1,https://www.wta.org/go-hiking/hikes/bayview-trail
2431,Umtanum Ridge Crest,Central Washington,6.0,roundtrip,2400.0,3480.0,3.77,13,46.8554,-120.4829,2021-04-20,194,https://www.wta.org/go-hiking/hikes/umtanum-ridge-crest
2432,Canyon Lake,Central Cascades,12.0,roundtrip,3800.0,6400.0,2.17,6,48.248105396,-121.192413792,2020-08-12,15,https://www.wta.org/go-hiking/hikes/canyon-lake
2433,Sloan Peak,North Cascades,9.0,roundtrip,2900.0,7835.0,3.2,5,48.0863078634,-121.30840843,2020-09-16,33,https://www.wta.org/go-hiking/hikes/sloan-peak
2434,Sammamish River Trail,Puget Sound and Islands,11.0,one-way,,,2.5,2,47.6151645187,-122.065473497,2021-02-17,16,https://www.wta.org/go-hiking/hikes/sammamish-river-trail
2435,McLellan Conservation Area,Eastern Washington,3.42,trails,400.0,,5.0,1,47.8746013,-117.6909729,2020-04-11,8,https://www.wta.org/go-hiking/hikes/mclellan-conservation-area
2436,Gold Creek Pond,Snoqualmie Region,1.0,roundtrip,10.0,3000.0,4.3,20,47.4094357,-121.3677233,2021-03-26,225,https://www.wta.org/go-hiking/hikes/gold-creek-pond
2437,French Cabin Creek,Snoqualmie Region,3.0,roundtrip,1000.0,4800.0,2.43,7,47.33285,-121.180267,2021-03-03,58,https://www.wta.org/go-hiking/hikes/french-cabin-creek
2438,French Creek,Central Cascades,14.4,one-way,3200.0,6100.0,0.0,0,47.6294,-120.9653,2020-09-29,37,https://www.wta.org/go-hiking/hikes/french-creek-2
2439,Gilbert Peak,South Cascades,20.0,roundtrip,4600.0,8184.0,0.0,0,46.5163507351,-121.262969971,2020-08-01,10,https://www.wta.org/go-hiking/hikes/gilbert-peak
2440,Fred's Railroad,Issaquah Alps,1.0,roundtrip,,,3.0,5,47.5301166,-122.1029636,2021-03-13,127,https://www.wta.org/go-hiking/hikes/freds-railroad
2441,Gillette Lake and Greenleaf Overlook,Southwest Washington,8.6,roundtrip,650.0,875.0,4.0,2,45.650467,-121.933133,2020-12-27,16,https://www.wta.org/go-hiking/hikes/gillette-lake-and-greenleaf-overlook
2442,Fourth Creek,Snoqualmie Region,3.6,one-way,1300.0,5600.0,3.6,5,47.3840115,-120.8733218,2020-10-02,21,https://www.wta.org/go-hiking/hikes/fourth-creek
2443,Freedom Peak,Snoqualmie Region,,,,,0.0,0,47.4032611,-120.8386249,2020-07-12,15,https://www.wta.org/go-hiking/hikes/freedom-peak
2444,Foulweather Bluff Preserve Trail,Olympic Peninsula,1.0,roundtrip,20.0,20.0,4.5,2,47.925516466,-122.600769997,2021-01-15,17,https://www.wta.org/go-hiking/hikes/foulweather-bluff-preserve-trail
2445,Fort Worden State Park - Point Wilson,Olympic Peninsula,2.5,roundtrip,,,3.0,9,48.1437543057,-122.75513649,2021-02-09,37,https://www.wta.org/go-hiking/hikes/fort-worden-state-park-point-wilson
