,Unnamed: 0,title,Unnamed: 2,riding area,rating,distance,descent,climb,popularity_score
29,,northwest face route,,Mount Baker Wilderness,,"4,623 ft","-1,775 ft",9 ft,5
30,,cutover to bst,,Teanaway Community Forest,,282 ft,,7 ft,5
31,,go east man,,Silver Firs Trails,,"2,090 ft",-182 ft,,5
32,,old cascade crest trail,,The Summit at Snoqualmie,,3 miles,-13 ft,"3,638 ft",5
33,,view point trail,,Mountain Home Trails,,"3,609 ft",,189 ft,5
34,,fuller mountain trail,,King County,,1 mile,-761 ft,,5
35,,gravel path,,Mukilteo,,"3,688 ft",-263 ft,,5
36,,saint andrews trail,,Mukilteo,,"1,414 ft",-8 ft,32 ft,5
37,,picnic point gulch trail,,Edmonds,,"2,067 ft",,11 ft,5
38,,greek creek basin trail  1321 2,,Easton,,3 miles,"-1,055 ft",882 ft,5
39,,whites ridge trail,,Naches,,10 miles,"-1,895 ft","1,936 ft",5
40,,snow creek wall,,Enchantments,,"2,159 ft",-387 ft,632 ft,5
41,,wildcat   cavilier springs  3245,,Walla Walla,,6 miles,-607 ft,736 ft,5
42,,spencer butte  15403,,Lewis River,,3 miles,-868 ft,784 ft,5
43,,dark meadow connector,,Dark Divide,,"2,034 ft",-13 ft,50 ft,5
44,,funline road connector,,Carkeek Park Trails,,85 ft,,,5
45,,crossover,,Blyth Park,,282 ft,,3 ft,5
46,,disc golf trail,,Blyth Park,,276 ft,-7 ft,,5
47,,boulder summit trail south,,North Kettle Crest,,1 mile,-16 ft,531 ft,5
48,,highlands trail,,Cougar Mountain Regional Wildland Park,,1 mile,-149 ft,199 ft,5
49,,haley mountain,,Oroville,,2 miles,-508 ft,390 ft,5
50,,bob s blue ribbon,,Teanaway Community Forest,,"3,156 ft",-65 ft,,5
51,,sadie creek section,,Sadie Creek,,"1,375 ft",-60 ft,37 ft,5
52,,elip creek trail,,Olympic National Park,,4 miles,-196 ft,"2,842 ft",5
53,,big creek trail,,Olympic National Park,,5 miles,-169 ft,"2,804 ft",5
54,,sasquatch hills,,Sadie Creek,,"4,547 ft",-53 ft,83 ft,5
55,,chaos,,Sadie Creek,,"4,547 ft",-219 ft,204 ft,5
56,,trail head from parkside parking lot,,Carkeek Park Trails,,358 ft,-6 ft,,5
57,,starway  175,,Silver Star Scenic Area,,3 miles,"-2,662 ft",525 ft,5
58,,benchmark mountain trail,,Henry M. Jackson Wilderness,,"2,759 ft",-247 ft,195 ft,5
59,,bullion trail,,Lake Chelan National Rec. Area (North Cascades N.P.),,2 miles,-77 ft,400 ft,5
60,,cub lake trail  1255,,Angels Staircase / Uno Peak,,4 miles,"-2,139 ft",,5
61,,black lake loop,,Black Lake,,1 mile,-120 ft,135 ft,5
62,,bay loop trail,,Leadbetter Point State Park,,1 mile,-10 ft,11 ft,5
63,,river view,,Wallula Scablands,,"5,095 ft",-90 ft,252 ft,5
64,,tiptop,,Wallula Scablands,,"3,009 ft",,240 ft,5
65,,the plunge,,Wallula Scablands,,"3,058 ft",-207 ft,,5
66,,snipes mountain trail  11,,Gotchen Creek,,3 miles,-3 ft,"1,009 ft",5
67,,big tree creek,,Moulton and Lucia Falls,,"1,007 ft",-13 ft,38 ft,5
68,,andrews bay trail,,Seward Park,,974 ft,-97 ft,,5
69,,loop trail 120a,,Dark Divide,,1 mile,-263 ft,,5
70,,blue lake ridge trail  271,,Dark Divide,,"4,925 ft",-265 ft,,5
71,,wobbly creek trail  273,,Dark Divide,,3 miles,"-1,156 ft",25 ft,5
72,,seaquest  1,,Seaquest State Park,,"1,886 ft",-71 ft,,5
73,,seaquest  7,,Seaquest State Park,,"2,480 ft",-43 ft,28 ft,5
74,,wilkes observatory trail dd,,Dupont,,1 mile,-75 ft,46 ft,5
75,,chambers creek bridge,,Chambers Creek Regional Park,,"1,827 ft",-95 ft,64 ft,5
76,,raven ridge,,Trustland Trails Park,,"2,385 ft",-12 ft,31 ft,5
77,,cedar hollow,,Maxwelton,,"1,532 ft",-13 ft,,5
78,,ravine loop,,Trustland Trails Park,,"2,776 ft",-24 ft,21 ft,5
79,,beach trail,,Barnum Point County Park,,"2,083 ft",-17 ft,129 ft,5
80,,barnum trail,,Barnum Point County Park,,"3,091 ft",-59 ft,3 ft,5
81,,peaceful firs,,Trillium Community Forest,,978 ft,,30 ft,5
82,,forest discovery  south ,,South Whidbey State Park,,"2,119 ft",-70 ft,87 ft,5
83,,cold creek cg connector,,Yacolt Burn State Forest,,"1,276 ft",-22 ft,,5
84,,trail,,Dungeness Recreation Area,,367 ft,,,5
85,,river trail,,Al Borlin Park,,"3,858 ft",-3 ft,6 ft,5
86,,iron goat trail  wellington   1074,,Skykomish,,3 miles,-321 ft,,5
87,,old stage  west side ,,Central Kettle Crest,,6 miles,-221 ft,"2,385 ft",5
88,,rooty,,Dry Hill,,1 mile,-43 ft,597 ft,5
89,,pit loop,,Dry Hill,,"2,388 ft",-43 ft,42 ft,5
90,,pulaski,,Dry Hill,,1 mile,-746 ft,94 ft,5
91,,lower rock ridge,,Dry Hill,,"2,169 ft",,296 ft,5
92,,rock gardens,,Wallula Scablands,,"1,781 ft",-72 ft,22 ft,5
93,,tieton andesite upper,,Cowichie Canyon Recreation Area,,"1,677 ft",-290 ft,,5
94,,chipmunk pass,,Twisp,,3 miles,"-1,303 ft",539 ft,5
95,,noble knob tr 1184,,410 / Mount Rainier North,,3 miles,"-1,556 ft",355 ft,5
96,,no name,,Roche Harbour,,733 ft,-2 ft,79 ft,5
97,,umatilla rock trail,,Sun Lakes - Dry Falls State Park,,1 mile,-157 ft,90 ft,5
98,,jumping juniper,,Dark Divide,,"1,045 ft",-35 ft,208 ft,5
99,,up and over,,Joe Watt Canyon,,"4,781 ft",-173 ft,346 ft,5
0,,sagittata superus,,Wenatchee,,1 mile,-513 ft,283 ft,5
1,,echo d2,,Echo Ridge,,544 ft,,62 ft,5
2,,park access trail,,Hoypus Hill,,"1,401 ft",-12 ft,35 ft,5
3,,gillette ridge trail spur,,Gillette Ridge,,"2,984 ft",-60 ft,302 ft,5
4,,ferry county rail trail,,Ferry County Rail Trail,,3 miles,-11 ft,48 ft,5
5,,ferry county rail trail,,Ferry County Rail Trail,,"4,855 ft",-12 ft,9 ft,5
6,,south fork silver creek trail   lower,,Abercrombie Mountain,,4 miles,-575 ft,"2,508 ft",5
7,,springboard trail  149,,Springboard Trail,,650 ft,,43 ft,5
8,,springboard trail  149,,Springboard Trail,,1 mile,-399 ft,96 ft,5
9,,clarkston greenbelt trail,,Clarkston,,7 miles,-160 ft,145 ft,5
10,,tcf singletrack loop,,Teanaway Community Forest,,"3,497 ft",-115 ft,103 ft,5
11,,greenleaf,,North Bonneville,,"2,877 ft",-7 ft,18 ft,5
12,,observatory hill trail,,Goldendale,,2 miles,-331 ft,307 ft,5
13,,stickpin,,North Kettle Crest,,2 miles,"-1,305 ft",77 ft,5
14,,manastash ridge trail  1323  1323,,Naches,,9 miles,"-1,353 ft","1,423 ft",5
15,,lake edge,,Lake Sawyer,,"3,161 ft",-251 ft,105 ft,5
16,,anthem creek trail 1435,,Mad River - Entiat,,4 miles,"-4,230 ft",123 ft,5
17,,garland peak trail,,Mad River - Entiat,,6 miles,"-2,829 ft","2,428 ft",5
18,,viewpoint trail,,Mad River - Entiat,,"4,130 ft",-115 ft,200 ft,5
19,,middle fork teanaway trail  upper ,,Teanaway,,5 miles,,"2,210 ft",5
20,,east lake sammamish trail,,Sammamish,,11 miles,-48 ft,73 ft,5
21,,windsong,,Mt Bonaparte,,2 miles,,837 ft,5
22,,bushwhack road   leads to may creek,,Reiter Foothills,,"3,684 ft",-5 ft,194 ft,5
23,,tyee ridge trail  1415,,Mad River - Entiat,,9 miles,"-1,533 ft","2,764 ft",5
24,,demolition,,South Hill Bluff,,210 ft,-26 ft,,5
25,,backyard,,Mill Creek,,784 ft,,11 ft,5
26,,suspended in paradise,,#2 Canyon,,"2,434 ft",-324 ft,,5
27,,mount cavanaugh,,Arlington,,2 miles,-39 ft,"1,103 ft",5
28,,monte carlo    52,,Monte Cristo / Nestor Peak,,2 miles,"-1,686 ft",5 ft,5
29,,buck creek   timberhead lower,,Monte Cristo / Nestor Peak,,3 miles,-878 ft,635 ft,5
30,,lower safety harbor creek,,Angels Staircase / Uno Peak,,3 miles,-192 ft,28 ft,5
31,,indian pits 180e,,Silver Star Scenic Area,,"4,072 ft",-91 ft,10 ft,5
32,,lower woodland,,Fairweather Bike Park,,194 ft,-6 ft,,5
33,,overland trail,,Tahuya State Forest,,15 miles,"-1,114 ft","1,241 ft",5
34,,forest park trail,,Forest Park,,712 ft,,72 ft,5
35,,deadend,,Teanaway Community Forest,,"1,214 ft",-21 ft,9 ft,5
36,,trail,,North SeaTac Park,,"2,057 ft",-2 ft,25 ft,5
37,,snider ridge trail,,Port Angeles,,3 miles,"-1,236 ft","1,520 ft",5
38,,4w328 wells meadow,,Little Naches,,1 mile,-227 ft,324 ft,5
39,,lafarge,,Seattle,,"2,976 ft",-239 ft,,5
40,,buck creek   monte carlo,,Monte Cristo / Nestor Peak,,2 miles,"-1,039 ft",441 ft,5
41,,buck creek   timberhead upper,,Monte Cristo / Nestor Peak,,2 miles,-324 ft,339 ft,5
42,,moto shortcut,,Table Mountain,,"1,532 ft",-198 ft,,5
43,,johnson medra trail 1383,,Teanaway,,5 miles,"-2,137 ft","1,566 ft",5
44,,sasse mountain  upper   1340,,Teanaway,,6 miles,"-1,478 ft","1,392 ft",5
45,,river trail,,Kanaskat-Palmer State Park,,"2,625 ft",-10 ft,26 ft,5
46,,trail,,Kanaskat-Palmer State Park,,610 ft,,9 ft,5
47,,trail,,Kanaskat-Palmer State Park,,387 ft,-6 ft,,5
48,,trail,,Kanaskat-Palmer State Park,,745 ft,,6 ft,5
49,,honeymoon backdoor,,Conconully,,1 mile,-264 ft,674 ft,5
50,,boundary trail access  1,,Dark Divide,,"3,612 ft",-410 ft,,5
51,,raines grade,,Tahuya State Forest,,2 miles,-206 ft,199 ft,5
52,,bonaparte trail  306,,Mt Bonaparte,,3 miles,,"2,209 ft",5
53,,elbow lake trail  697,,Mount Baker Wilderness,,3 miles,-315 ft,"1,282 ft",5
54,,northside trail,,Carkeek Park Trails,,384 ft,-3 ft,,5
55,,mount mitchell,,Siouxon Area,,2 miles,-18 ft,"1,082 ft",5
56,,quartz creek access trail,,Dark Divide,,"1,309 ft",-61 ft,,5
57,,lower lake trail,,Battle Ground Lake State Park,,"4,383 ft",-17 ft,18 ft,5
58,,lava canyon trail,,Mt. St. Helens National Volcanic Monument,,2 miles,"-1,221 ft",92 ft,5
59,,birth of a lake trail,,Mt. St. Helens National Volcanic Monument,,"2,260 ft",-39 ft,30 ft,5
60,,little kachess trail  1312,,Kachess Ridge,,4 miles,-78 ft,377 ft,5
61,,peek a boo lake  656,,Darrington,,2 miles,-396 ft,"1,132 ft",5
62,,yacolt falls trail,,Moulton and Lucia Falls,,"1,378 ft",-70 ft,33 ft,5
63,,hatchery trail,,Seward Park,,791 ft,-73 ft,,5
64,,huckleberry trail,,Seward Park,,"1,211 ft",-61 ft,,5
65,,spring creek east trail 115a,,Dark Divide,,2 miles,-622 ft,56 ft,5
66,,keenes trail  120,,Dark Divide,,"3,507 ft",-81 ft,,5
67,,seaquest  5,,Seaquest State Park,,"2,694 ft",-55 ft,106 ft,5
68,,bearhead trail  1179 1,,Clearwater Wilderness,,"4,370 ft",-643 ft,,5
69,,edmond marsh trail bb,,Dupont,,"4,547 ft",-2 ft,8 ft,5
70,,historical village trail jj,,Dupont,,"2,067 ft",-16 ft,,5
71,,central meadow inner loop,,Chambers Creek Regional Park,,"1,099 ft",-3 ft,8 ft,5
72,,overlook trail,,Trustland Trails Park,,541 ft,-2 ft,,5
73,,cove trail,,Barnum Point County Park,,745 ft,-53 ft,,5
74,,heavenly trail,,Barnum Point County Park,,"1,690 ft",-17 ft,2 ft,5
75,,hoyt  1347,,Taneum Canyon,,5 miles,-475 ft,"1,775 ft",5
76,,smugglers trail,,Trillium Community Forest,,"2,497 ft",-109 ft,10 ft,5
77,,plantation  1350 2,,Little Naches,,"3,468 ft",-16 ft,54 ft,5
78,,lost rim 4w307 1,,Little Naches,,"4,993 ft",-383 ft,,5
79,,hauser loop,,Hauser Conservation Area,,1 mile,-127 ft,124 ft,5
80,,confluence park 1,,Grand Ridge Park,,"1,106 ft",,6 ft,5
81,,andy s trail,,Dry Hill,,922 ft,-5 ft,32 ft,5
82,,thumper,,Teanaway Community Forest,,"1,980 ft",-150 ft,10 ft,5
83,,fairview,,Wenatchee,,"5,093 ft",-465 ft,34 ft,5
84,,goose lake trail    ,,Shelton,,"3,817 ft",-24 ft,37 ft,5
85,,elk creek trail south spur,,Mill Pond,,"1,705 ft",-116 ft,126 ft,5
86,,usfs trail  335,,Geophysical Trails,,1 mile,-12 ft,26 ft,5
87,,ferry county rail trail,,Ferry County Rail Trail,,3 miles,-30 ft,34 ft,5
88,,ferry county rail trail,,Ferry County Rail Trail,,3 miles,-22 ft,21 ft,5
89,,ferry county rail trail,,Ferry County Rail Trail,,3 miles,-21 ft,8 ft,5
90,,ferry county rail trail,,Ferry County Rail Trail,,3 miles,-29 ft,33 ft,5
91,,ferry county rail trail,,Ferry County Rail Trail,,3 miles,-4 ft,2 ft,5
92,,ridge trail,,Joe Watt Canyon,,"5,101 ft",-452 ft,85 ft,5
93,,buck creek trail 1169,,410 / Mount Rainier North,,"3,335 ft",-20 ft,198 ft,5
94,,john wayne trail   columbia plateau state park trail lind,,Sprague,,34 miles,-386 ft,124 ft,5
95,,east loop trail,,,,1 mile,-168 ft,155 ft,5
96,,eagle lake trail,,Angels Staircase / Uno Peak,,"3,821 ft",-115 ft,201 ft,5
97,,howard creek trail  1372,,Table Mountain,,5 miles,-982 ft,604 ft,5
98,,gus s gully connector,,Rocky Top,,"1,488 ft",-109 ft,15 ft,5
99,,bell point trail,,Roche Harbour,,1 mile,-152 ft,136 ft,5
0,,derailleur,,Tahuya State Forest,,2 miles,-159 ft,94 ft,5
1,,jimmy creek trail,,Mad River - Entiat,,2 miles,"-1,632 ft",,5
2,,billy ridge trail  1413,,Mad River - Entiat,,8 miles,"-4,231 ft",897 ft,5
3,,multi use trail,,Boeing Creek Park,,381 ft,-40 ft,,5
4,,slingshot trail,,Dugualla State Park,,"1,352 ft",,15 ft,5
5,,monte cristo  53,,Monte Cristo / Nestor Peak,,4 miles,"-2,428 ft",368 ft,5
6,,cherry creek falls trail  short side trail,,Cherry Valley,,135 ft,-3 ft,,5
7,,dodge,,Silver Firs Trails,,715 ft,-3 ft,,5
8,,homestead,,Lake Sammamish State Park,,"4,354 ft",,8 ft,5
9,,fuller mountain trail,,King County,,"2,799 ft",-62 ft,9 ft,5
10,,craig s zigzag,,West Duwamish Greenbelt,,646 ft,-3 ft,96 ft,5
11,,trail,,Table Mountain,,"4,295 ft",-114 ft,116 ft,5
12,,table mountain trail 1209,,Table Mountain,,2 miles,-411 ft,349 ft,5
13,,alaska,,Trident Lakes - Naval Base Kitsap-Bangor,,"3,488 ft",-99 ft,46 ft,5
14,,point park connecter,,Carkeek Park Trails,,112 ft,-2 ft,,5
15,,cutoff from wetlands trail  to rail trail ,,Carkeek Park Trails,,128 ft,,4 ft,5
16,,irely lake trail,,Olympic National Park,,1 mile,-14 ft,64 ft,5
17,,northrup trail,,Steamboat Rock State Park,,3 miles,-248 ft,591 ft,5
18,,brick road trail,,Carkeek Park Trails,,341 ft,-31 ft,,5
19,,martin lakes trail 429a,,Twisp,,"3,074 ft",,321 ft,5
20,,weather beach trail,,Leadbetter Point State Park,,"4,124 ft",,3 ft,5
21,,bearberry trail,,Leadbetter Point State Park,,1 mile,-3 ft,11 ft,5
22,,morrison creek trail  39,,Gotchen Creek,,6 miles,"-1,029 ft",566 ft,5
23,,pompey peak trail  128,,Dark Divide,,5 miles,"-2,041 ft",310 ft,5
24,,seaquest  2  s ,,Seaquest State Park,,564 ft,,39 ft,5
25,,seaquest  6,,Seaquest State Park,,1 mile,-52 ft,137 ft,5
26,,franklin lane  west leg ,,Union Bay Natural Area,,262 ft,,2 ft,5
27,,serenity loop,,Trustland Trails Park,,"1,283 ft",-3 ft,5 ft,5
28,,link trail,,Barnum Point County Park,,"1,102 ft",-10 ft,13 ft,5
29,,north nature loop,,Seahurst Park,,1 mile,-237 ft,181 ft,5
30,,22nd ave  access,,Interlaken Park,,322 ft,,27 ft,5
31,,fir hill trail bypass,,Island Center Forest,,676 ft,-31 ft,,5
32,,dry creek,,Packwood,,3 miles,-20 ft,"2,755 ft",5
33,,umatilla rock trail,,Sun Lakes - Dry Falls State Park,,"2,581 ft",-43 ft,85 ft,5
34,,golden eagle,,Pipestone Canyon,,2 miles,-385 ft,470 ft,5
35,,tcf singletrack,,Teanaway Community Forest,,"4,307 ft",-21 ft,58 ft,5
36,,tcf singletrack,,Teanaway Community Forest,,"1,916 ft",-9 ft,205 ft,5
37,,neighborhood connector,,Spring Lake/Lake Desire,,"2,915 ft",-56 ft,22 ft,5
38,,d king trail    ,,Shelton,,2 miles,-229 ft,286 ft,5
39,,ryan cabin,,North Kettle Crest,,2 miles,-103 ft,836 ft,5
40,,ferry county rail trail,,Ferry County Rail Trail,,3 miles,-36 ft,40 ft,5
41,,tcf singletrack,,Teanaway Community Forest,,"1,258 ft",,150 ft,5
42,,sacajawea heritage trail,,Pasco,,23 miles,-391 ft,389 ft,5
43,,crow hill,,Mad River - Entiat,,"2,313 ft",,459 ft,5
44,,old ellensburg trail  1373,,Table Mountain,,3 miles,-387 ft,465 ft,5
45,,basil,,Silver Firs Trails,,285 ft,,5 ft,5
46,,sayyes2greenspace,,Bothell,,457 ft,-10 ft,16 ft,5
47,,sherman pass tie  96,,Central Kettle Crest,,"2,695 ft",-140 ft,218 ft,5
48,,gnomenclature,,Manastash Ridge Area Trails,,5 miles,-709 ft,627 ft,5
49,,unknown trail,,Teanaway Community Forest,,"2,273 ft",-10 ft,31 ft,5
50,,warbler,,Sun Mountain,,"1,304 ft",-20 ft,92 ft,5
51,,sky valley vista trail,,Reiter Foothills,,1 mile,-210 ft,205 ft,5
52,,mount clifty,,Easton,,3 miles,"-1,120 ft",859 ft,5
53,,uno peak trail  1260,,Angels Staircase / Uno Peak,,6 miles,"-2,789 ft",770 ft,5
54,,963a,,Little Bald Mountain,,1 mile,-707 ft,32 ft,5
55,,ridge trail,,Mountain Home Trails,,2 miles,-838 ft,224 ft,5
56,,northway,,Fairweather Bike Park,,456 ft,-29 ft,,5
57,,sasse mountain  lower ,,Teanaway Community Forest,,3 miles,-123 ft,"1,757 ft",5
58,,west fork teanaway,,Teanaway Community Forest,,10 miles,"-3,486 ft",490 ft,5
59,,issaquah creek  beach ,,Lake Sammamish State Park,,"1,240 ft",,,5
60,,paint your wagon,,Lee Memorial Forest,,531 ft,,7 ft,5
61,,tronsen head,,Table Mountain,,"3,140 ft",-103 ft,185 ft,5
62,,jungle creek trail 1383 1,,Teanaway,,4 miles,"-1,465 ft","1,215 ft",5
63,,trail,,Kanaskat-Palmer State Park,,"2,569 ft",-68 ft,,5
64,,quinning,,Snohomish,,"1,325 ft",-17 ft,7 ft,5
65,,south fork boulder  1392 7,,Salmon La Sac,,"3,724 ft",,616 ft,5
66,,muller divide trail,,Port Angeles,,3 miles,-26 ft,"2,298 ft",5
67,,4th of july mountain,,Echo Ridge,,1 mile,-34 ft,"1,188 ft",5
68,,abercrombie summit east approach  502,,Abercrombie Mountain,,3 miles,-3 ft,"1,899 ft",5
69,,entiat river trail,,Mad River - Entiat,,4 miles,-684 ft,29 ft,5
70,,4x4 trail,,Sadie Creek,,"4,547 ft",-61 ft,40 ft,5
71,,scatter creek trail  1328,,Salmon La Sac,,4 miles,-6 ft,"2,485 ft",5
72,,safety harbor trail  1261,,Angels Staircase / Uno Peak,,2 miles,-852 ft,3 ft,5
73,,spring creek trail  115,,Dark Divide,,2 miles,-317 ft,,5
74,,seaquest  7a,,Seaquest State Park,,686 ft,-41 ft,,5
75,,seaquest  1a,,Seaquest State Park,,"1,040 ft",-23 ft,,5
76,,cross island trail,,Cama Beach State Park,,"4,406 ft",-121 ft,3 ft,5
77,,midnight ridge,,Central Kettle Crest,,4 miles,"-2,153 ft",28 ft,5
78,,canyon ridge trail  689,,Mt. Baker-Snoqualmie National Forest,,11 miles,"-3,111 ft","3,322 ft",5
79,,n s switchbacks,,Whipple Creek Park,,394 ft,-38 ft,,5
80,,joe watt trail,,Joe Watt Canyon,,1 mile,-655 ft,,5
81,,saddle rock singletrack,,Saddle Rock Natural Area,,2 miles,-294 ft,"1,173 ft",5
82,,ferry county rail trail,,Ferry County Rail Trail,,3 miles,-16 ft,15 ft,5
83,,escalator,,Dry Hill,,"1,584 ft",-120 ft,12 ft,5
84,,way creek trail,,Teanaway Community Forest,,2 miles,-151 ft,786 ft,5
85,,sometime a river   ,,West Shelton,,"3,120 ft",-115 ft,21 ft,5
86,,cuidado,,Silver Firs Trails,,331 ft,,,5
87,,grass camp tie trail  1219 1,,Table Mountain,,"3,806 ft",-240 ft,5 ft,5
88,,gnomenclature cutoff,,Manastash Ridge Area Trails,,"2,775 ft",-31 ft,89 ft,5
89,,unknown trail,,Tieton River Trail,,1 mile,-56 ft,22 ft,5
90,,chamnapum lane,,Richland,,"3,842 ft",-2 ft,3 ft,5
91,,no skidiot s,,Coal Trax Mountain Bike Park,,85 ft,,,5
92,,monte carlo   52   traverse,,Monte Cristo / Nestor Peak,,2 miles,-15 ft,866 ft,5
93,,st practice loop,,Tahuya State Forest,,"3,438 ft",-31 ft,30 ft,5
94,,forest park trail,,Forest Park,,466 ft,-4 ft,5 ft,5
95,,forest park trail,,Forest Park,,528 ft,,6 ft,5
96,,camp 17 spur,,Teanaway Community Forest,,817 ft,-48 ft,,5
97,,steliko ridge tr  1454,,Mad River - Entiat,,4 miles,-625 ft,739 ft,5
98,,powerline road,,West Duwamish Greenbelt,,"1,184 ft",-142 ft,,5
99,,buck creek   penny ridge,,Monte Cristo / Nestor Peak,,6 miles,"-3,105 ft",155 ft,5
0,,gallagher head lake loop trail,,Teanaway,,"1,457 ft",-19 ft,48 ft,5
1,,trail,,Kanaskat-Palmer State Park,,"1,545 ft",,62 ft,5
2,,kettle crest trail   ryan cabin to taylor ridge,,North Kettle Crest,,6 miles,"-1,053 ft","1,314 ft",5
3,,bpa trail,,Federal Way,,4 miles,-211 ft,214 ft,5
4,,little wenatchee ridge trail,,Glacier Peak Wilderness,,2 miles,-55 ft,"1,752 ft",5
5,,ozette river to sand pt beach travelway,,Olympic National Park | Pacific Coast,,3 miles,-72 ft,82 ft,5
6,,birth of a lake trail,,Mt. St. Helens National Volcanic Monument,,102 ft,,,5
7,,lakeshore trail  lake chelan nra ,,Lake Chelan National Rec. Area (North Cascades N.P.),,3 miles,-402 ft,434 ft,5
8,,quartz creek trail  5,,Dark Divide,,10 miles,-945 ft,"3,328 ft",5
9,,wapato lake loop,,Wapato Park,,1 mile,-21 ft,16 ft,5
10,,elk creek trail,,Elk Creek,,2 miles,-54 ft,94 ft,5
11,,the hallows,,Dry Hill,,"5,007 ft",-342 ft,160 ft,5
12,,hoodoo pass traverse,,Twisp,,"3,726 ft",-168 ft,73 ft,5
13,,backdoor way in,,Tolt MacDonald Park,,"3,192 ft",-408 ft,58 ft,5
14,,ferry county rail trail,,Ferry County Rail Trail,,3 miles,-41 ft,43 ft,5
15,,bypass shelterbelt,,Richland,,5 miles,-90 ft,78 ft,5
16,,madera papas fritas,,Silver Firs Trails,,377 ft,-7 ft,,5
17,,summit trail deadman s pass to uno peak jct,,Angels Staircase / Uno Peak,,2 miles,-64 ft,965 ft,5
18,,access trail,,Tieton River Trail,,974 ft,-23 ft,6 ft,5
19,,mike s corner,,Island Center Forest,,"1,795 ft",-31 ft,14 ft,5
20,,sturgeon rock summit trail,,Silver Star Scenic Area,,"1,411 ft",,288 ft,5
21,,excelsior pass ridge trail  primitive ,,Mt. Baker-Snoqualmie National Forest,,1 mile,-318 ft,385 ft,5
22,,crystal lake connector,,Crystal Lake,,981 ft,-24 ft,,5
23,,underside,,Teanaway Community Forest,,"1,358 ft",-99 ft,26 ft,5
24,,the beguiled,,Lee Memorial Forest,,505 ft,-15 ft,,5
25,,olympic terrace neighborhood,,Port Ludlow,,"2,329 ft",-123 ft,43 ft,5
26,,ruf trail,,Roslyn Urban Forest,,965 ft,-63 ft,,5
27,,jolly mountain spur  1307 1,,Teanaway,,2 miles,-555 ft,983 ft,5
28,,chinook creek trail 130a,,Siouxon Area,,1 mile,"-1,014 ft",,5
29,,pompey lookout trail 128b,,Dark Divide,,"1,033 ft",-227 ft,,5
30,,where eagles dare,,Dry Hill,,"1,375 ft",-33 ft,28 ft,5
31,,scarface,,Dry Hill,,"3,658 ft",-99 ft,219 ft,5
32,,tiny dancer,,Dry Hill,,"1,788 ft",-51 ft,92 ft,5
33,,old man trail,,Dry Hill,,"1,079 ft",,92 ft,5
34,,ramblin  rose,,Beezley Hill,,"1,876 ft",-71 ft,63 ft,5
35,,nason ridge trail  1583 north half,,Nason Ridge,,5 miles,-828 ft,"2,834 ft",5
36,,88th street trail,,Nike Park,,782 ft,-3 ft,186 ft,5
37,,perimeter trail,,Farrel McWhirter Park,,"3,835 ft",-204 ft,279 ft,5
38,,sunrise lake trail,,Twisp,,"3,156 ft",-24 ft,445 ft,5
39,,the high way,,Twisp,,1 mile,-670 ft,519 ft,5
40,,ferry county rail trail,,Ferry County Rail Trail,,3 miles,-47 ft,,5
41,,bmxican,,Leavenworth Ski Hill,,1 mile,"-1,148 ft",134 ft,5
42,,lower yellow,,Duvall,,"1,813 ft",-112 ft,52 ft,5
43,,billy creek trail  1416,,Mad River - Entiat,,7 miles,"-3,390 ft",456 ft,5
44,,naneum meadows trail 1389,,Table Mountain,,3 miles,-59 ft,"1,159 ft",5
45,,unknown trail,,Winthrop,,"4,200 ft",-55 ft,39 ft,5
46,,cross trail to upper weslyan,,Vashon Island,,"2,254 ft",-6 ft,21 ft,5
47,,big tree trail,,Dugualla State Park,,"2,513 ft",-68 ft,8 ft,5
48,,hawkins backdoor  1228,,Salmon La Sac,,3 miles,"-3,427 ft",134 ft,5
49,,high campbell,,Crystal Mountain,,"1,698 ft",-528 ft,,5
50,,lower left sxs to jct,,The Ridge,,"2,339 ft",-7 ft,304 ft,5
51,,bald hill pond out and back,,Lord Hill Regional Park,,"2,766 ft",-119 ft,10 ft,5
52,,hanging garden trails,,Green River Gorge,,"3,596 ft",-321 ft,,5
53,,kettle crest trail   old stage to stickpin,,Central Kettle Crest,,4 miles,-700 ft,258 ft,5
54,,boundary trail,,Mt. St. Helens National Volcanic Monument,,4 miles,-109 ft,"1,724 ft",5
55,,stairway trail,,Silver Star Scenic Area,,"1,450 ft",-10 ft,84 ft,5
56,,cold springs trail  72,,Gotchen Creek,,4 miles,"-1,876 ft",32 ft,5
57,,wicky creek trail  38,,Gotchen Creek,,2 miles,,559 ft,5
58,,green mountain trail  west   110,,Dark Divide,,1 mile,"-1,197 ft",12 ft,5
59,,klickitat sisters trail  7,,Dark Divide,,17 miles,"-3,970 ft","3,979 ft",5
60,,no name,,Blanchard Mountain,,"4,775 ft",-427 ft,44 ft,5
61,,frost mountain trail  1366,,Taneum Canyon,,"5,158 ft",-91 ft,266 ft,5
62,,duncan hill trail  1434,,Mad River - Entiat,,6 miles,-424 ft,"2,709 ft",5
63,,hartup way,,Thornton A Sullivan Park,,796 ft,-70 ft,73 ft,5
64,,lewis butte trail,,Lewis Butte,,2 miles,-995 ft,455 ft,5
65,,blazed ridge trail,,Easton,,3 miles,"-1,797 ft",487 ft,5
66,,nucleus trail,,Tahuya State Forest,,1 mile,-59 ft,58 ft,5
