,Unnamed: 0,title,Unnamed: 2,riding area,rating,distance,descent,climb,popularity_score
59,,lower-tinker-s-dream--one-way-,,Fire Mountain Trails,,607 ft,-25 ft,24 ft,70
60,,back-yard-trails--nw-,,Marion Diehl Park,,2 miles,-201 ft,200 ft,70
61,,soccer-loop-back,,Poston Park,,"3,148 ft",-130 ft,55 ft,70
62,,twixt-trail,,Dupont State Recreational Forest,,"2,159 ft",-44 ft,4 ft,70
63,,reedy-creek-lake-trail-connector,,William B. Umstead State Park,,"3,397 ft",-159 ft,18 ft,70
64,,new-east-loop,,RTP Mountain Bike Trails,,"2,352 ft",-19 ft,16 ft,70
65,,back-yard-trails--mini-loop-,,Marion Diehl Park,,"1,479 ft",-37 ft,37 ft,70
66,,intermediate-loop--1----2,,Blue Clay Bike Park,,"5,117 ft",-7 ft,9 ft,70
67,,laurel-ridge,,Dupont State Recreational Forest,,"4,301 ft",-43 ft,78 ft,70
68,,mine-mountain-trail,,Dupont State Recreational Forest,,1 mile,-183 ft,222 ft,70
69,,connector-c,,Lake Crabtree County Park,,"1,780 ft",-43 ft,3 ft,70
70,,boyd-branch,,Bent Creek Experimental Forest,,"3,409 ft",-94 ft,,70
71,,bandit,,U.S. National Whitewater Center,,3 miles,-163 ft,155 ft,70
72,,culcairn-road-connector,,Huntersville,,436 ft,,,75
73,,belmont,,Pittsboro,,1 mile,-62 ft,177 ft,75
74,,ramsey-connector,,Murphy,,400 ft,-4 ft,,75
75,,trail,,The Park at Flat Rock,,272 ft,,14 ft,75
76,,arbor-trace-trail,,Biltmore Estate,,2 miles,-216 ft,165 ft,75
77,,antler-hill-road,,Biltmore Estate,,"2,608 ft",-100 ft,14 ft,75
78,,flint-ridge-east-loop,,Nantahala Outdoor Center,,1 mile,-68 ft,102 ft,75
79,,bald-eagle---marsh,,Bald Eagle Trails,,"1,703 ft",-7 ft,3 ft,75
80,,second-loop,,Big Leaf Slopes Park,,"2,021 ft",-63 ft,54 ft,75
81,,rattlesnake-knob-trail--452,,Panthertown Valley,,1 mile,-434 ft,23 ft,75
82,,bond-lake-dam,,Cary,,"1,411 ft",,24 ft,75
83,,nick-s-creek-greenway,,Southern Pines,,2 miles,-63 ft,8 ft,75
84,,foundation,,Gateway Trail System,,"4,518 ft",-234 ft,31 ft,75
85,,brown-jandura,,Cape Fear River Trail,,2 miles,-52 ft,66 ft,75
86,,fonta-flora-trail---lake-james-state-park,,Lake James State Park,,6 miles,-389 ft,405 ft,75
87,,salem-lake-north,,Winston-Salem,,"3,386 ft",-37 ft,60 ft,75
88,,bear-swamp-trail,,Medoc Mountain State Park,,"1,629 ft",-54 ft,9 ft,75
89,,southern-ridge,,Emerald Outback,,"4,777 ft",-209 ft,78 ft,75
90,,plainfield-connector,,Watershed Trails,,"2,913 ft",-6 ft,52 ft,75
91,,atlantic---yadkin-greenway,,Greensboro,,8 miles,-221 ft,272 ft,75
92,,tiger,,Briar Chapel,,2 miles,-78 ft,109 ft,75
93,,country-park-lakeside,,Country Park,,"2,700 ft",-91 ft,70 ft,75
94,,green-river-cove,,Green River Game Lands,,3 miles,-740 ft,933 ft,75
95,,bicentennial-greenway,,Greensboro,,8 miles,-212 ft,301 ft,75
96,,art-loeb,,Pisgah Ranger District,,,,,75
97,,misfit-mile,,Briar Chapel,,1 mile,-203 ft,129 ft,75
98,,nintendo,,Charlotte,,"2,149 ft",-22 ft,21 ft,75
99,,eagles-crossing,,Colonel Francis J. Beatty Community Park,,"1,381 ft",-36 ft,,75
0,,cru-is-rad,,Colonel Francis J. Beatty Community Park,,"2,484 ft",,39 ft,75
1,,dark-mtn--entrance-trail,,W. Kerr Scott Reservoir,,1 mile,-154 ft,294 ft,75
2,,lower-long-branch-loop,,WCU Trail System,,1 mile,-460 ft,369 ft,75
3,,mouse-branch-overlook-loop,,Tsali Recreation Area,,2 miles,-306 ft,231 ft,75
4,,pinnacle,,Bracken Preserve,,1 mile,-522 ft,36 ft,75
5,,laurel-mountain-connector,,Pisgah Ranger District,,"1,112 ft",,123 ft,75
6,,butter-gap--123,,Pisgah Ranger District,,"2,986 ft",-60 ft,2 ft,75
7,,eagle-trail,,Belmont,,"2,382 ft",-50 ft,17 ft,75
8,,beginner-loop,,Finch Park,,"2,356 ft",-3 ft,5 ft,75
9,,shagbark-loop,,Carolina OEC,,"2,205 ft",-61 ft,44 ft,75
10,,northwest-trails,,Tanglewood Park,,2 miles,-93 ft,86 ft,75
11,,overlook,,Bear Creek Trail System,,397 ft,-3 ft,8 ft,75
12,,wormhole,,Carolina North Forest,,3 miles,-177 ft,79 ft,75
13,,butter-gap-connector,,Pisgah Ranger District,,"2,188 ft",-47 ft,75 ft,75
14,,burrell-s-cove,,Jackrabbit Mountain Bike Trails,,"1,950 ft",-61 ft,61 ft,75
15,,bennett-mountain,,Briar Chapel,,1 mile,-103 ft,216 ft,75
16,,first-loop,,New Light Trails,,2 miles,-271 ft,314 ft,75
17,,purser-hulsey-main-loop,,Purser-Hulsey Park,,1 mile,-115 ft,115 ft,75
18,,sugar-creek-greenway---tyvola-to-ramblewood,,Marion Diehl Park,,2 miles,-33 ft,6 ft,75
19,,ol--hoss,,Rocky Knob Park,,"2,362 ft",,167 ft,75
20,,boat-rock-trail,,Rocky Knob Park,,2 miles,-46 ft,335 ft,75
21,,hicks-creek-loop,,Lake Norman State Park,,"4,640 ft",-101 ft,110 ft,75
22,,cove-creek--340,,Pisgah Ranger District,,2 miles,-441 ft,76 ft,75
23,,back-yard-trails--inner-,,Marion Diehl Park,,2 miles,-256 ft,326 ft,75
24,,loop-1,,Lake Crabtree County Park,,2 miles,-101 ft,111 ft,75
25,,turkey-knob-road,,Dupont State Recreational Forest,,2 miles,-30 ft,168 ft,75
26,,south-turkey-creek-trail,,William B. Umstead State Park,,2 miles,-155 ft,28 ft,75
27,,reasonover-creek-trail,,Dupont State Recreational Forest,,3 miles,-566 ft,381 ft,75
28,,lower-sidehill--eastern--137a,,Bent Creek Experimental Forest,,"3,553 ft",-137 ft,48 ft,75
29,,longside-trail,,Dupont State Recreational Forest,,"4,092 ft",-192 ft,90 ft,75
30,,needle,,U.S. National Whitewater Center,,1 mile,-81 ft,77 ft,75
31,,lower-sidehill-connector-145a,,Bent Creek Experimental Forest,,"1,978 ft",-101 ft,39 ft,75
32,,wedge,,U.S. National Whitewater Center,,"2,133 ft",-34 ft,35 ft,75
33,,yellow-trail,,Huntersville,,902 ft,,3 ft,80
34,,ramsey-bend-south-a,,Murphy,,"4,259 ft",-101 ft,62 ft,80
35,,yellow-gap-to-5011-connector,,Beaverdam,,"5,135 ft",-31 ft,396 ft,80
36,,gold-branch,,Fontana Village Trails,,2 miles,-381 ft,198 ft,80
37,,trail,,The Park at Flat Rock,,"1,148 ft",,3 ft,80
38,,farm-trail,,Biltmore Estate,,3 miles,-13 ft,14 ft,80
39,,purple-extension,,Richmond Hill,,"1,191 ft",-9 ft,6 ft,80
40,,mountain-laurel-loop---advanced,,Lillington,,4 miles,-271 ft,262 ft,80
41,,rustic-trail,,Elkin Creek,,"2,720 ft",-63 ft,72 ft,80
42,,fort-macon-south-half,,Henderson Pond,,1 mile,-10 ft,12 ft,80
43,,carl-g--dean-greenway,,Bass Lake / Sugg Park,,2 miles,-12 ft,110 ft,80
44,,bald-eagle---talon,,Bald Eagle Trails,,886 ft,-21 ft,15 ft,80
45,,holly-springs--sinkhole-,,Brown Mountain,,3 miles,"-1,256 ft",167 ft,80
46,,loblolly-loop--8,,Mountain Creek Park,,2 miles,-145 ft,138 ft,80
47,,cable-ferry,,Mountain Creek Park,,"1,939 ft",-7 ft,82 ft,80
48,,soggy-bottom,,Bear Creek Trail System,,"2,251 ft",-5 ft,6 ft,80
49,,brown-trail,,Smith Lake,,3 miles,-448 ft,444 ft,80
50,,stony-knob-trail,,Pisgah Ranger District,,1 mile,-23 ft,439 ft,80
51,,overlook--part-3-,,Bear Creek Trail System,,607 ft,,5 ft,80
52,,tindo-connector-trail,,Lake James State Park,,"2,428 ft",-17 ft,3 ft,80
53,,silver-alert,,Briar Chapel,,2 miles,-112 ft,118 ft,80
54,,ride-the-lightning,,Colonel Francis J. Beatty Community Park,,1 mile,-57 ft,85 ft,80
55,,north-loop-2,,RTP Mountain Bike Trails,,"2,375 ft",-8 ft,5 ft,80
56,,mouse-branch-loop,,Tsali Recreation Area,,6 miles,-532 ft,528 ft,80
57,,bluff,,Green River Game Lands,,"3,658 ft",-624 ft,,80
58,,dark-mtn--lake-loop,,W. Kerr Scott Reservoir,,2 miles,-285 ft,283 ft,80
59,,little-loop,,Bur-Mil Park,,"4,183 ft",-73 ft,72 ft,80
60,,original-loop,,Moore's Springs Trails,,3 miles,-281 ft,282 ft,80
61,,kitty-hawk,,Airline Bike Park,,1 mile,-78 ft,78 ft,80
62,,big-loop,,Bur-Mil Park,,2 miles,-142 ft,144 ft,80
63,,boulder-trail,,Rocky Branch Park,,"4,485 ft",-75 ft,77 ft,80
64,,crow-branch-overlook-loop,,Carolina North Forest,,3 miles,-147 ft,149 ft,80
65,,star-gap,,Curtis Creek,,2 miles,-673 ft,948 ft,80
66,,log-cabin,,Carolina North Forest,,"4,301 ft",-83 ft,69 ft,80
67,,cove-creek-connector,,Pisgah Ranger District,,"1,847 ft",-69 ft,,80
68,,cove-creek-connector,,Pisgah Ranger District,,630 ft,-53 ft,,80
69,,salamander-loop,,Williamson Preserve,,2 miles,-97 ft,99 ft,80
70,,little-falls-loop,,Williamson Preserve,,2 miles,-116 ft,119 ft,80
71,,longleaf-loop,,Williamson Preserve,,1 mile,-78 ft,80 ft,80
72,,bear-branch-trail--328,,North Mills River,,1 mile,-398 ft,31 ft,80
73,,zacks-fork-trail,,Zacks Fork,,3 miles,-199 ft,199 ft,80
74,,gator,,Brunswick Nature Park,,1 mile,-40 ft,41 ft,80
75,,wake-forest-reservoir--west-,,Wake Forest Reservoir,,2 miles,-189 ft,200 ft,80
76,,neverland-inner-loop,,Carolina North Forest,,2 miles,-109 ft,107 ft,80
77,,spencer-gap--lower---600,,North Mills River,,"4,724 ft",-135 ft,,80
78,,yotee-s-run,,Jackrabbit Mountain Bike Trails,,1 mile,-238 ft,234 ft,80
79,,buckhorn-gap-trail--upper---103,,Pisgah Ranger District,,2 miles,-10 ft,277 ft,80
80,,transfer-station,,Rocky Knob Park,,492 ft,-52 ft,,80
81,,pilot-rock,,Pisgah Ranger District,,2 miles,"-1,603 ft",68 ft,80
82,,butter-gap--123,,Pisgah Ranger District,,2 miles,-630 ft,16 ft,80
83,,papertown-express,,Chestnut Mountain,,"4,177 ft",-16 ft,326 ft,80
84,,old-east-loop,,RTP Mountain Bike Trails,,"1,391 ft",-16 ft,11 ft,80
85,,north-mecklenburg-park-trail,,North Mecklenburg Park,,3 miles,-371 ft,369 ft,80
86,,sugar-creek-greenway--ramblewood-to-i-485,,Marion Diehl Park,,2 miles,-19 ft,,80
87,,laurel-hill-loop-out,,Poston Park,,2 miles,-349 ft,305 ft,80
88,,intermediate-loop--5---th,,Blue Clay Bike Park,,"4,245 ft",-52 ft,51 ft,80
89,,jackrabbit,,Charlotte,,"1,663 ft",-40 ft,46 ft,80
90,,connector-a,,Lake Crabtree County Park,,"1,198 ft",,36 ft,80
91,,rifle-trail,,Dupont State Recreational Forest,,"1,457 ft",-94 ft,,80
92,,turkey-knob-trail,,Dupont State Recreational Forest,,1 mile,-313 ft,,80
93,,guion-parking-trail,,Dupont State Recreational Forest,,"2,267 ft",-20 ft,3 ft,80
94,,grassy-creek-trail,,Dupont State Recreational Forest,,"5,220 ft",-252 ft,,80
95,,tortuga,,Charlotte,,2 miles,-124 ft,122 ft,80
96,,sidehill--145,,Bent Creek Experimental Forest,,"4,472 ft",-51 ft,254 ft,80
97,,explorer-loop-descent--337,,Bent Creek Experimental Forest,,1 mile,-176 ft,21 ft,80
98,,deer-lake-lodge--664,,Bent Creek Experimental Forest,,1 mile,-124 ft,64 ft,80
99,,figure-8,,U.S. National Whitewater Center,,"4,403 ft",-65 ft,60 ft,80
0,,overmountain-victory-trail,,Tryon International Equestrian Center,,1 mile,-194 ft,34 ft,85
1,,the-vine-greenway,,Huntersville,,"3,356 ft",-46 ft,22 ft,85
2,,sand-dollar-trail,,Holden Beach,,1 mile,-21 ft,21 ft,85
3,,flaming-azalea,,Piney Knob,,1 mile,-17 ft,372 ft,85
4,,flanners-beach--loop-b-,,Havelock,,2 miles,-168 ft,171 ft,85
5,,red-connector,,Richmond Hill,,492 ft,-50 ft,,85
6,,trail,,The Park at Flat Rock,,955 ft,,9 ft,85
7,,blackrock-trail--447,,Panthertown Valley,,2 miles,-337 ft,275 ft,85
8,,old-ranger-road,,Big Ivy (Coleman Boundary),,1 mile,-571 ft,249 ft,85
9,,walnut-creek-greenway,,Legend Park,,16 miles,-164 ft,347 ft,85
10,,iron-falls-mountain,,Elkin Creek,,1 mile,-227 ft,223 ft,85
11,,riverside-2,,Cape Fear River Trail,,"2,972 ft",-24 ft,16 ft,85
12,,oak-hollow,,Gateway Trail System,,"4,108 ft",-116 ft,177 ft,85
13,,beehive,,Brown Mountain,,2 miles,"-1,339 ft",,85
14,,flying-squirrel,,Watershed Trails,,"2,306 ft",-30 ft,14 ft,85
15,,black-creek-greenway--south-,,Cary,,4 miles,-228 ft,240 ft,85
16,,clarks-creek-greenway,,Harrisburg,,2 miles,-3 ft,83 ft,85
17,,salisbury-main-south,,Salisbury Community Park,,2 miles,-125 ft,116 ft,85
18,,little-pisgah,,Robbins,,"1,440 ft",-17 ft,,85
19,,quartz-loop,,Brumley Nature Preserve,,1 mile,-83 ft,83 ft,85
20,,yancey-ridge--259,,Wilson Creek,,6 miles,"-1,834 ft",549 ft,85
21,,herndon-loop-entrance-exit,,Briar Chapel,,"2,848 ft",-77 ft,32 ft,85
22,,mom-jeans,,Briar Chapel,,2 miles,-221 ft,158 ft,85
23,,northview,,Emerald Outback,,"2,316 ft",-75 ft,29 ft,85
24,,berms---views,,W. Kerr Scott Reservoir,,1 mile,-194 ft,193 ft,85
25,,bald-eagle---south,,Bald Eagle Trails,,1 mile,-24 ft,32 ft,85
26,,bald-eagle---the-aerie,,Bald Eagle Trails,,1 mile,-87 ft,94 ft,85
27,,upper-long-branch-loop,,WCU Trail System,,1 mile,-504 ft,402 ft,85
28,,overlook-loop-access,,Tsali Recreation Area,,"1,470 ft",-49 ft,19 ft,85
29,,magnolia-run,,Williamson Preserve,,4 miles,-264 ft,261 ft,85
30,,earth-is-flat,,Colonel Francis J. Beatty Community Park,,"1,808 ft",-12 ft,,85
31,,three-amigos,,Colonel Francis J. Beatty Community Park,,"1,804 ft",-14 ft,5 ft,85
32,,all-i-do-is-win,,Colonel Francis J. Beatty Community Park,,620 ft,-3 ft,12 ft,85
33,,browns-creek--south-,,Brown's Creek Nature Park,,2 miles,-325 ft,355 ft,85
34,,major-tom,,Moore's Springs Trails,,1 mile,-172 ft,118 ft,85
35,,blue-heron-peninsula,,Watershed Trails,,"2,211 ft",-3 ft,,85
36,,dusty-road-bypass,,Carolina North Forest,,"2,359 ft",-2 ft,19 ft,85
37,,brevard-greenway,,Brevard,,"1,421 ft",-5 ft,,85
38,,n--mills---trace-ridge-connector,,North Mills River,,"1,519 ft",-13 ft,5 ft,85
39,,west-loop,,Beaver Dam State Recreation Area,,2 miles,-233 ft,235 ft,85
40,,serpentine,,Colonel Francis J. Beatty Community Park,,"4,160 ft",-30 ft,24 ft,85
41,,easy-street,,New Light Trails,,"4,980 ft",-59 ft,95 ft,85
42,,pine-warbler,,Williamson Preserve,,"1,742 ft",-16 ft,17 ft,85
43,,blue-dream,,Rocky Knob Park,,"2,602 ft",-125 ft,,85
44,,wildlife-loop,,Lake Norman State Park,,3 miles,-206 ft,201 ft,85
45,,spencer-mountain,,Poston Park,,2 miles,-310 ft,307 ft,85
46,,cat-gap-loop--120,,Pisgah Ranger District,,"4,611 ft",-59 ft,311 ft,85
47,,springhouse-loop,,Brumley Nature Preserve,,3 miles,-203 ft,203 ft,85
48,,salem-lake-trail,,Winston-Salem,,7 miles,-139 ft,143 ft,85
49,,brushy-creek-trail,,Bracken Preserve,,2 miles,-444 ft,833 ft,85
50,,trace-ridge-trail--lower-,,North Mills River,,1 mile,-289 ft,,85
51,,elevator,,Lake Hickory Trails,,"2,072 ft",-13 ft,116 ft,85
52,,intermediate-loop--4----5,,Blue Clay Bike Park,,"4,161 ft",-52 ft,54 ft,85
53,,loop-3,,Lake Crabtree County Park,,"1,809 ft",-34 ft,33 ft,85
54,,uktena,,Fire Mountain Trails,,2 miles,-24 ft,619 ft,85
55,,three-lakes-trail,,Dupont State Recreational Forest,,2 miles,-108 ft,121 ft,85
56,,back-yard-trails,,Marion Diehl Park,,2 miles,-225 ft,224 ft,85
57,,loop-4-cutoff,,Lake Crabtree County Park,,942 ft,-4 ft,16 ft,85
58,,grassy-creek-falls-trail,,Dupont State Recreational Forest,,448 ft,-39 ft,3 ft,85
59,,airstrip-trail,,Dupont State Recreational Forest,,"3,671 ft",-188 ft,,85
60,,bridal-veil-falls-trail,,Dupont State Recreational Forest,,681 ft,-33 ft,1 ft,85
61,,copperhead---south,,Country Park,,3 miles,-253 ft,231 ft,85
62,,carolina-thread--north-,,U.S. National Whitewater Center,,1 mile,-21 ft,20 ft,85
63,,lake-loop,,U.S. National Whitewater Center,,3 miles,-114 ft,116 ft,85
64,,green-s-lick--139,,Bent Creek Experimental Forest,,2 miles,-782 ft,5 ft,85
65,,campground-connector--329,,Bent Creek Experimental Forest,,"2,028 ft",,23 ft,85
66,,ingles-field-connector-150a,,Bent Creek Experimental Forest,,"1,693 ft",,121 ft,85
67,,jim-branch-alt,,Dupont State Recreational Forest,,303 ft,,25 ft,85
68,,lewellyn-cove-2,,Fontana Village Trails,,1 mile,-370 ft,216 ft,90
69,,ramsey-bend-connector,,Murphy,,951 ft,-10 ft,,90
70,,ferin-creek-road-fsr5024,,Beaverdam,,2 miles,-506 ft,,90
71,,torrence-lower-mcdowell-creek-greenway,,Huntersville,,"4,997 ft",-3 ft,17 ft,90
72,,trail,,The Park at Flat Rock,,955 ft,,2 ft,90
73,,access-trail,,Big Leaf Slopes Park,,846 ft,-4 ft,14 ft,90
74,,mountain-laurel-loop---intermediate,,Lillington,,2 miles,-225 ft,210 ft,90
75,,green-brier,,Cape Fear River Trail,,3 miles,-48 ft,53 ft,90
76,,white-tail,,Uwharrie National Forest,,1 mile,-231 ft,74 ft,90
77,,staire-creek,,Big Ivy (Coleman Boundary),,2 miles,"-1,391 ft",110 ft,90
78,,walkers-creek-trail,,Big Ivy (Coleman Boundary),,1 mile,-68 ft,992 ft,90
79,,access-trail,,Jacob’s Fork Park,,882 ft,,39 ft,90
80,,green-trail,,Smith Lake,,3 miles,-104 ft,105 ft,90
81,,weed-patch-mountain-trail,,Buffalo Creek Park,,8 miles,"-2,688 ft",764 ft,90
82,,milk-and-honey--7,,Mountain Creek Park,,"2,815 ft",-2 ft,73 ft,90
83,,ciff-hanger,,Robbins,,"2,123 ft",-23 ft,16 ft,90
84,,squirrel-creek,,Watershed Trails,,"4,993 ft",-70 ft,60 ft,90
85,,conservation-corps,,Brumley Nature Preserve,,"2,507 ft",-38 ft,41 ft,90
86,,jailbreak-loop,,Cub Creek Park,,"3,174 ft",-68 ft,69 ft,90
87,,thompson-loop,,Tsali Recreation Area,,7 miles,-707 ft,724 ft,90
88,,rock-hop,,Green River Game Lands,,"2,477 ft",-33 ft,46 ft,90
89,,west-wimba-loop,,Lake James State Park,,5 miles,-375 ft,369 ft,90
90,,dark-mtn--dogtown-trail,,W. Kerr Scott Reservoir,,"4,356 ft",-124 ft,104 ft,90
91,,the-ridge-cycle-hub-park,,Lexington,,4 miles,-371 ft,364 ft,90
92,,supertree,,Uwharrie National Forest,,3 miles,-217 ft,153 ft,90
93,,meander,,Colonel Francis J. Beatty Community Park,,545 ft,,5 ft,90
94,,pop-pop,,Briar Chapel,,"1,781 ft",-17 ft,14 ft,90
95,,right-loop,,Tsali Recreation Area,,8 miles,-649 ft,690 ft,90
96,,chuck-norris,,Colonel Francis J. Beatty Community Park,,"1,827 ft",-17 ft,41 ft,90
97,,legacy-trail,,Rocky Branch Park,,932 ft,-23 ft,2 ft,90
98,,ricochet-loop,,Big Branch Bike Park,,1 mile,-19 ft,16 ft,90
99,,advance---intermediate-exit,,Colonel Francis J. Beatty Community Park,,404 ft,,10 ft,90
0,,auto-pilot,,Airline Bike Park,,1 mile,-75 ft,119 ft,90
1,,burnt-tree-penninsula,,Jackrabbit Mountain Bike Trails,,"4,790 ft",-95 ft,105 ft,90
2,,ruffed-grouse,,Dupont State Recreational Forest,,"5,194 ft",-220 ft,14 ft,90
3,,inner-loop,,Mountain Island Park,,"2,172 ft",-67 ft,57 ft,90
4,,the-guantlet,,New Light Trails,,1 mile,-89 ft,78 ft,90
5,,pine-warbler-loop,,Williamson Preserve,,991 ft,-12 ft,7 ft,90
6,,black-mountain-trail--upper---127,,Pisgah Ranger District,,4 miles,-984 ft,742 ft,90
7,,thunder-road,,Fisher Farm Park,,"4,826 ft",-169 ft,177 ft,90
8,,briar-chapel,,Briar Chapel,,5 miles,-314 ft,319 ft,90
9,,enchanted-forest,,Purser-Hulsey Park,,"2,300 ft",-34 ft,40 ft,90
10,,copperhead-outer-loop,,Brunswick Nature Park,,2 miles,-106 ft,101 ft,90
11,,playin-hooky,,Briar Chapel,,"3,999 ft",-62 ft,34 ft,90
12,,owl-s-roost,,Bur-Mil Park,,4 miles,-118 ft,133 ft,90
13,,reedy-fork,,Watershed Trails,,3 miles,-72 ft,72 ft,90
14,,broyhill,,Lake Hickory Trails,,3 miles,-349 ft,366 ft,90
15,,buckwheat-knob-trail--122,,Pisgah Ranger District,,2 miles,-593 ft,293 ft,90
16,,wood-duck-way,,Brumley Nature Preserve,,1 mile,-56 ft,54 ft,90
17,,club-gap,,Pisgah Ranger District,,"4,364 ft",-74 ft,447 ft,90
18,,wash-creek-trail--606,,North Mills River,,"3,996 ft",-54 ft,28 ft,90
19,,middle-of-nowhere,,Rocky Knob Park,,854 ft,-85 ft,4 ft,90
20,,copperhead---north,,Country Park,,"5,118 ft",-42 ft,51 ft,90
21,,mackey-ridge-trail,,Bracken Preserve,,659 ft,,17 ft,90
22,,bracken-mountain-trail,,Bracken Preserve,,4 miles,-204 ft,"1,148 ft",90
23,,rocky-branch-trail,,Rocky Knob Park,,1 mile,-253 ft,262 ft,90
24,,kitsuma,,Kitsuma Peak,,4 miles,"-1,738 ft",656 ft,90
25,,big-lake-trail,,Sherman Branch,,2 miles,-196 ft,201 ft,90
26,,davidson-river-trail,,Pisgah Ranger District,,1 mile,-12 ft,187 ft,90
27,,south-main-option,,Charlotte,,416 ft,-15 ft,21 ft,90
28,,rocky-ridge,,Dupont State Recreational Forest,,2 miles,-462 ft,23 ft,90
29,,reedy-creek-trail,,William B. Umstead State Park,,5 miles,-301 ft,301 ft,90
30,,loop-2,,Lake Crabtree County Park,,"1,903 ft",-23 ft,22 ft,90
31,,burnt-mountain-trail,,Dupont State Recreational Forest,,2 miles,-305 ft,326 ft,90
32,,rail,,U.S. National Whitewater Center,,2 miles,-135 ft,135 ft,90
33,,explorer-loop-alternate-337a,,Bent Creek Experimental Forest,,541 ft,-32 ft,,90
34,,hard-times-spur,,Bent Creek Experimental Forest,,"1,155 ft",-33 ft,,90
35,,rhodo-coaster,,Piney Knob,,3 miles,-337 ft,281 ft,95
36,,lewellyn-cove-trail--bmt-,,Fontana Village Trails,,1 mile,-37 ft,194 ft,95
37,,devil-s-elbow-trail--448,,Panthertown Valley,,1 mile,-146 ft,247 ft,95
38,,mcdowell-creek-greenway,,Huntersville,,2 miles,-5 ft,46 ft,95
39,,lagoon-trail,,Biltmore Estate,,"3,757 ft",-3 ft,8 ft,95
40,,purple-extension,,Richmond Hill,,"1,296 ft",-34 ft,,95
41,,elkin-mountain-bike-trail,,Elkin Creek,,2 miles,-333 ft,305 ft,95
42,,forager,,Gateway Trail System,,"2,838 ft",-73 ft,29 ft,95
43,,woods-mountain-trail,,Woods Mountain,,1 mile,-357 ft,16 ft,95
44,,ed-lastein-trail,,The Park at Flat Rock,,2 miles,-23 ft,22 ft,95
45,,schoolhouse-ridge--279,,Wilson Creek,,4 miles,"-1,087 ft",166 ft,95
46,,curve---swerve,,Salisbury Community Park,,"3,727 ft",-16 ft,32 ft,95
47,,burl-oak,,Watershed Trails,,1 mile,-39 ft,41 ft,95
48,,gribble-gap-loop,,WCU Trail System,,1 mile,-312 ft,312 ft,95
49,,oz-forest-run,,Emerald Outback,,1 mile,-190 ft,139 ft,95
50,,east-wimba-loop,,Lake James State Park,,4 miles,-189 ft,197 ft,95
51,,art-museum-trail,,Cary,,"1,266 ft",,37 ft,95
52,,stair-step-falls,,Green River Game Lands,,1 mile,-129 ft,432 ft,95
53,,quartz-loop-connector,,Brumley Nature Preserve,,696 ft,,26 ft,95
54,,left-loop,,Tsali Recreation Area,,9 miles,-815 ft,862 ft,95
55,,perkins-place-connector,,Cub Creek Park,,"1,145 ft",-12 ft,30 ft,95
56,,swan-song,,Watershed Trails,,"4,944 ft",-69 ft,42 ft,95
57,,layover,,Airline Bike Park,,"1,207 ft",-10 ft,3 ft,95
58,,wood-run--396,,Uwharrie National Forest,,2 miles,-141 ft,175 ft,95
59,,bald-eagle---north,,Bald Eagle Trails,,3 miles,-96 ft,59 ft,95
60,,canopy-trail---flow-line,,Rocky Branch Park,,"1,388 ft",-29 ft,,95
61,,land-of-the-lost,,Moore's Springs Trails,,2 miles,-145 ft,166 ft,95
62,,herndon-loop,,Briar Chapel,,"3,593 ft",-82 ft,83 ft,95
63,,sneaking-creek-trail,,Jackrabbit Mountain Bike Trails,,2 miles,-441 ft,395 ft,95
64,,sig-s-loop,,New Light Trails,,2 miles,-413 ft,309 ft,95
65,,brevard-greenway,,Brevard,,3 miles,-121 ft,90 ft,95
66,,kingfisher--outer-loop-,,Watershed Trails,,"2,446 ft",-61 ft,50 ft,95
67,,big-leaf-loop-out,,Poston Park,,"3,748 ft",-97 ft,161 ft,95
68,,enchanted-forest,,Fisher Farm Park,,"1,576 ft",-27 ft,31 ft,95
69,,beatty-black,,Colonel Francis J. Beatty Community Park,,1 mile,-87 ft,84 ft,95
70,,lower-tinker-s-dream,,Fire Mountain Trails,,"3,045 ft",-103 ft,51 ft,95
71,,black-mountain-trail--upper-upper---127,,Pisgah Ranger District,,2 miles,-482 ft,260 ft,95
72,,brown-recluse,,Colonel Francis J. Beatty Community Park,,"1,995 ft",-4 ft,5 ft,95
73,,intermediate-loop--2----3,,Blue Clay Bike Park,,"4,204 ft",-74 ft,85 ft,95
74,,parking-lot-connector,,Lake Norman State Park,,"1,316 ft",-35 ft,18 ft,95
75,,fletcher-creek--upper---350,,North Mills River,,1 mile,-217 ft,,95
76,,keendergarten,,Rocky Knob Park,,"1,667 ft",,41 ft,95
77,,avery-creek-trail--327,,Pisgah Ranger District,,3 miles,"-1,339 ft",43 ft,95
78,,fletcher-creek--lower---350,,North Mills River,,1 mile,-302 ft,133 ft,95
79,,white-pine-trail,,Dupont State Recreational Forest,,"1,558 ft",-40 ft,,95
80,,atamasco-alley,,Brumley Nature Preserve,,"4,898 ft",-72 ft,58 ft,95
81,,bc-skills,,Briar Chapel,,709 ft,-39 ft,,95
82,,hobby-park,,Hobby Park,,5 miles,-540 ft,538 ft,95
83,,bennett-gap-trail--138,,Pisgah Ranger District,,3 miles,"-1,431 ft",250 ft,95
84,,estatoe-trail,,Pisgah Ranger District,,1 mile,-72 ft,95 ft,95
85,,roller-coaster-loop,,Sherman Branch,,1 mile,-178 ft,166 ft,95
86,,cedar-rock-trail,,Dupont State Recreational Forest,,1 mile,-387 ft,408 ft,95
